Comunidades y ciudades autónomas;Sexo;Número de penas;Periodo;Total
09 Cataluña;Mujeres;Condenados con tres penas;2014;472
09 Cataluña;Mujeres;Condenados con tres penas;2013;438
09 Cataluña;Mujeres;Condenados con cuatro penas;2022;448
09 Cataluña;Mujeres;Condenados con cuatro penas;2021;435
09 Cataluña;Mujeres;Condenados con cuatro penas;2020;318
09 Cataluña;Mujeres;Condenados con cuatro penas;2019;448
09 Cataluña;Mujeres;Condenados con cuatro penas;2018;436
09 Cataluña;Mujeres;Condenados con cuatro penas;2017;445
09 Cataluña;Mujeres;Condenados con cuatro penas;2016;449
09 Cataluña;Mujeres;Condenados con cuatro penas;2015;347
09 Cataluña;Mujeres;Condenados con cuatro penas;2014;275
09 Cataluña;Mujeres;Condenados con cuatro penas;2013;252
09 Cataluña;Mujeres;Condenados con cinco penas;2022;238
09 Cataluña;Mujeres;Condenados con cinco penas;2021;234
09 Cataluña;Mujeres;Condenados con cinco penas;2020;147
09 Cataluña;Mujeres;Condenados con cinco penas;2019;235
09 Cataluña;Mujeres;Condenados con cinco penas;2018;250
09 Cataluña;Mujeres;Condenados con cinco penas;2017;234
09 Cataluña;Mujeres;Condenados con cinco penas;2016;186
09 Cataluña;Mujeres;Condenados con cinco penas;2015;150
09 Cataluña;Mujeres;Condenados con cinco penas;2014;129
09 Cataluña;Mujeres;Condenados con cinco penas;2013;94
09 Cataluña;Mujeres;Condenados con seis o más penas;2022;405
09 Cataluña;Mujeres;Condenados con seis o más penas;2021;385
09 Cataluña;Mujeres;Condenados con seis o más penas;2020;329
09 Cataluña;Mujeres;Condenados con seis o más penas;2019;537
09 Cataluña;Mujeres;Condenados con seis o más penas;2018;453
09 Cataluña;Mujeres;Condenados con seis o más penas;2017;414
09 Cataluña;Mujeres;Condenados con seis o más penas;2016;370
09 Cataluña;Mujeres;Condenados con seis o más penas;2015;188
09 Cataluña;Mujeres;Condenados con seis o más penas;2014;179
09 Cataluña;Mujeres;Condenados con seis o más penas;2013;153
10 Comunitat Valenciana;Total;Total;2022;38.445
10 Comunitat Valenciana;Total;Total;2021;34.927
10 Comunitat Valenciana;Total;Total;2020;28.591
10 Comunitat Valenciana;Total;Total;2019;37.413
10 Comunitat Valenciana;Total;Total;2018;36.851
10 Comunitat Valenciana;Total;Total;2017;35.668
10 Comunitat Valenciana;Total;Total;2016;33.383
10 Comunitat Valenciana;Total;Total;2015;27.308
10 Comunitat Valenciana;Total;Total;2014;27.144
10 Comunitat Valenciana;Total;Total;2013;26.678
10 Comunitat Valenciana;Total;Condenados con una pena;2022;12.650
10 Comunitat Valenciana;Total;Condenados con una pena;2021;11.189
10 Comunitat Valenciana;Total;Condenados con una pena;2020;9.131
10 Comunitat Valenciana;Total;Condenados con una pena;2019;12.199
10 Comunitat Valenciana;Total;Condenados con una pena;2018;11.926
10 Comunitat Valenciana;Total;Condenados con una pena;2017;11.451
10 Comunitat Valenciana;Total;Condenados con una pena;2016;10.727
10 Comunitat Valenciana;Total;Condenados con una pena;2015;5.897
10 Comunitat Valenciana;Total;Condenados con una pena;2014;4.623
10 Comunitat Valenciana;Total;Condenados con una pena;2013;4.630
10 Comunitat Valenciana;Total;Condenados con dos penas;2022;11.624
10 Comunitat Valenciana;Total;Condenados con dos penas;2021;10.100
10 Comunitat Valenciana;Total;Condenados con dos penas;2020;8.626
10 Comunitat Valenciana;Total;Condenados con dos penas;2019;11.225
10 Comunitat Valenciana;Total;Condenados con dos penas;2018;11.482
10 Comunitat Valenciana;Total;Condenados con dos penas;2017;11.557
10 Comunitat Valenciana;Total;Condenados con dos penas;2016;11.365
10 Comunitat Valenciana;Total;Condenados con dos penas;2015;10.719
10 Comunitat Valenciana;Total;Condenados con dos penas;2014;11.495
10 Comunitat Valenciana;Total;Condenados con dos penas;2013;11.596
10 Comunitat Valenciana;Total;Condenados con tres penas;2022;4.668
10 Comunitat Valenciana;Total;Condenados con tres penas;2021;4.523
10 Comunitat Valenciana;Total;Condenados con tres penas;2020;3.734
10 Comunitat Valenciana;Total;Condenados con tres penas;2019;5.047
10 Comunitat Valenciana;Total;Condenados con tres penas;2018;4.903
10 Comunitat Valenciana;Total;Condenados con tres penas;2017;4.769
10 Comunitat Valenciana;Total;Condenados con tres penas;2016;4.186
10 Comunitat Valenciana;Total;Condenados con tres penas;2015;3.803
10 Comunitat Valenciana;Total;Condenados con tres penas;2014;3.931
10 Comunitat Valenciana;Total;Condenados con tres penas;2013;3.825
10 Comunitat Valenciana;Total;Condenados con cuatro penas;2022;3.837
10 Comunitat Valenciana;Total;Condenados con cuatro penas;2021;3.809
10 Comunitat Valenciana;Total;Condenados con cuatro penas;2020;2.989
10 Comunitat Valenciana;Total;Condenados con cuatro penas;2019;3.588
10 Comunitat Valenciana;Total;Condenados con cuatro penas;2018;3.479
10 Comunitat Valenciana;Total;Condenados con cuatro penas;2017;3.437
10 Comunitat Valenciana;Total;Condenados con cuatro penas;2016;3.145
10 Comunitat Valenciana;Total;Condenados con cuatro penas;2015;3.206
10 Comunitat Valenciana;Total;Condenados con cuatro penas;2014;3.210
10 Comunitat Valenciana;Total;Condenados con cuatro penas;2013;3.098
10 Comunitat Valenciana;Total;Condenados con cinco penas;2022;1.600
10 Comunitat Valenciana;Total;Condenados con cinco penas;2021;1.501
10 Comunitat Valenciana;Total;Condenados con cinco penas;2020;1.244
10 Comunitat Valenciana;Total;Condenados con cinco penas;2019;1.796
10 Comunitat Valenciana;Total;Condenados con cinco penas;2018;1.666
10 Comunitat Valenciana;Total;Condenados con cinco penas;2017;1.392
10 Comunitat Valenciana;Total;Condenados con cinco penas;2016;1.323
10 Comunitat Valenciana;Total;Condenados con cinco penas;2015;1.217
10 Comunitat Valenciana;Total;Condenados con cinco penas;2014;1.252
10 Comunitat Valenciana;Total;Condenados con cinco penas;2013;1.200
10 Comunitat Valenciana;Total;Condenados con seis o más penas;2022;4.066
10 Comunitat Valenciana;Total;Condenados con seis o más penas;2021;3.805
10 Comunitat Valenciana;Total;Condenados con seis o más penas;2020;2.867
10 Comunitat Valenciana;Total;Condenados con seis o más penas;2019;3.558
10 Comunitat Valenciana;Total;Condenados con seis o más penas;2018;3.395
10 Comunitat Valenciana;Total;Condenados con seis o más penas;2017;3.062
10 Comunitat Valenciana;Total;Condenados con seis o más penas;2016;2.637
10 Comunitat Valenciana;Total;Condenados con seis o más penas;2015;2.466
10 Comunitat Valenciana;Total;Condenados con seis o más penas;2014;2.633
10 Comunitat Valenciana;Total;Condenados con seis o más penas;2013;2.329
10 Comunitat Valenciana;Hombres;Total;2022;30.751
10 Comunitat Valenciana;Hombres;Total;2021;27.893
10 Comunitat Valenciana;Hombres;Total;2020;22.882
10 Comunitat Valenciana;Hombres;Total;2019;29.363
10 Comunitat Valenciana;Hombres;Total;2018;28.973
10 Comunitat Valenciana;Hombres;Total;2017;28.339
10 Comunitat Valenciana;Hombres;Total;2016;26.710
10 Comunitat Valenciana;Hombres;Total;2015;22.913
10 Comunitat Valenciana;Hombres;Total;2014;23.305
10 Comunitat Valenciana;Hombres;Total;2013;23.146
10 Comunitat Valenciana;Hombres;Condenados con una pena;2022;8.999
10 Comunitat Valenciana;Hombres;Condenados con una pena;2021;7.926
10 Comunitat Valenciana;Hombres;Condenados con una pena;2020;6.479
10 Comunitat Valenciana;Hombres;Condenados con una pena;2019;8.370
10 Comunitat Valenciana;Hombres;Condenados con una pena;2018;8.103
10 Comunitat Valenciana;Hombres;Condenados con una pena;2017;7.874
10 Comunitat Valenciana;Hombres;Condenados con una pena;2016;7.474
10 Comunitat Valenciana;Hombres;Condenados con una pena;2015;4.410
10 Comunitat Valenciana;Hombres;Condenados con una pena;2014;3.787
10 Comunitat Valenciana;Hombres;Condenados con una pena;2013;3.838
10 Comunitat Valenciana;Hombres;Condenados con dos penas;2022;9.514
10 Comunitat Valenciana;Hombres;Condenados con dos penas;2021;8.280
10 Comunitat Valenciana;Hombres;Condenados con dos penas;2020;7.065
10 Comunitat Valenciana;Hombres;Condenados con dos penas;2019;9.150
10 Comunitat Valenciana;Hombres;Condenados con dos penas;2018;9.401
10 Comunitat Valenciana;Hombres;Condenados con dos penas;2017;9.567
10 Comunitat Valenciana;Hombres;Condenados con dos penas;2016;9.492
10 Comunitat Valenciana;Hombres;Condenados con dos penas;2015;9.119
10 Comunitat Valenciana;Hombres;Condenados con dos penas;2014;9.781
10 Comunitat Valenciana;Hombres;Condenados con dos penas;2013;9.974
10 Comunitat Valenciana;Hombres;Condenados con tres penas;2022;3.829
10 Comunitat Valenciana;Hombres;Condenados con tres penas;2021;3.678
10 Comunitat Valenciana;Hombres;Condenados con tres penas;2020;3.057
10 Comunitat Valenciana;Hombres;Condenados con tres penas;2019;4.051
10 Comunitat Valenciana;Hombres;Condenados con tres penas;2018;3.984
10 Comunitat Valenciana;Hombres;Condenados con tres penas;2017;3.916
10 Comunitat Valenciana;Hombres;Condenados con tres penas;2016;3.488
10 Comunitat Valenciana;Hombres;Condenados con tres penas;2015;3.180
10 Comunitat Valenciana;Hombres;Condenados con tres penas;2014;3.371
10 Comunitat Valenciana;Hombres;Condenados con tres penas;2013;3.283
10 Comunitat Valenciana;Hombres;Condenados con cuatro penas;2022;3.380
10 Comunitat Valenciana;Hombres;Condenados con cuatro penas;2021;3.311
10 Comunitat Valenciana;Hombres;Condenados con cuatro penas;2020;2.611
10 Comunitat Valenciana;Hombres;Condenados con cuatro penas;2019;3.093
10 Comunitat Valenciana;Hombres;Condenados con cuatro penas;2018;3.039
10 Comunitat Valenciana;Hombres;Condenados con cuatro penas;2017;3.040
10 Comunitat Valenciana;Hombres;Condenados con cuatro penas;2016;2.742
10 Comunitat Valenciana;Hombres;Condenados con cuatro penas;2015;2.841
10 Comunitat Valenciana;Hombres;Condenados con cuatro penas;2014;2.859
10 Comunitat Valenciana;Hombres;Condenados con cuatro penas;2013;2.769
10 Comunitat Valenciana;Hombres;Condenados con cinco penas;2022;1.349
10 Comunitat Valenciana;Hombres;Condenados con cinco penas;2021;1.280
10 Comunitat Valenciana;Hombres;Condenados con cinco penas;2020;1.082
10 Comunitat Valenciana;Hombres;Condenados con cinco penas;2019;1.539
10 Comunitat Valenciana;Hombres;Condenados con cinco penas;2018;1.455
10 Comunitat Valenciana;Hombres;Condenados con cinco penas;2017;1.198
10 Comunitat Valenciana;Hombres;Condenados con cinco penas;2016;1.147
10 Comunitat Valenciana;Hombres;Condenados con cinco penas;2015;1.095
10 Comunitat Valenciana;Hombres;Condenados con cinco penas;2014;1.116
10 Comunitat Valenciana;Hombres;Condenados con cinco penas;2013;1.099
10 Comunitat Valenciana;Hombres;Condenados con seis o más penas;2022;3.680
10 Comunitat Valenciana;Hombres;Condenados con seis o más penas;2021;3.418
10 Comunitat Valenciana;Hombres;Condenados con seis o más penas;2020;2.588
10 Comunitat Valenciana;Hombres;Condenados con seis o más penas;2019;3.160
10 Comunitat Valenciana;Hombres;Condenados con seis o más penas;2018;2.991
10 Comunitat Valenciana;Hombres;Condenados con seis o más penas;2017;2.744
10 Comunitat Valenciana;Hombres;Condenados con seis o más penas;2016;2.367
10 Comunitat Valenciana;Hombres;Condenados con seis o más penas;2015;2.268
10 Comunitat Valenciana;Hombres;Condenados con seis o más penas;2014;2.391
10 Comunitat Valenciana;Hombres;Condenados con seis o más penas;2013;2.183
10 Comunitat Valenciana;Mujeres;Total;2022;7.694
10 Comunitat Valenciana;Mujeres;Total;2021;7.034
10 Comunitat Valenciana;Mujeres;Total;2020;5.709
10 Comunitat Valenciana;Mujeres;Total;2019;8.050
10 Comunitat Valenciana;Mujeres;Total;2018;7.878
10 Comunitat Valenciana;Mujeres;Total;2017;7.329
10 Comunitat Valenciana;Mujeres;Total;2016;6.673
10 Comunitat Valenciana;Mujeres;Total;2015;4.395
10 Comunitat Valenciana;Mujeres;Total;2014;3.839
10 Comunitat Valenciana;Mujeres;Total;2013;3.532
10 Comunitat Valenciana;Mujeres;Condenados con una pena;2022;3.651
10 Comunitat Valenciana;Mujeres;Condenados con una pena;2021;3.263
10 Comunitat Valenciana;Mujeres;Condenados con una pena;2020;2.652
10 Comunitat Valenciana;Mujeres;Condenados con una pena;2019;3.829
10 Comunitat Valenciana;Mujeres;Condenados con una pena;2018;3.823
10 Comunitat Valenciana;Mujeres;Condenados con una pena;2017;3.577
10 Comunitat Valenciana;Mujeres;Condenados con una pena;2016;3.253
10 Comunitat Valenciana;Mujeres;Condenados con una pena;2015;1.487
10 Comunitat Valenciana;Mujeres;Condenados con una pena;2014;836
10 Comunitat Valenciana;Mujeres;Condenados con una pena;2013;792
10 Comunitat Valenciana;Mujeres;Condenados con dos penas;2022;2.110
10 Comunitat Valenciana;Mujeres;Condenados con dos penas;2021;1.820
10 Comunitat Valenciana;Mujeres;Condenados con dos penas;2020;1.561
10 Comunitat Valenciana;Mujeres;Condenados con dos penas;2019;2.075
10 Comunitat Valenciana;Mujeres;Condenados con dos penas;2018;2.081
10 Comunitat Valenciana;Mujeres;Condenados con dos penas;2017;1.990
10 Comunitat Valenciana;Mujeres;Condenados con dos penas;2016;1.873
10 Comunitat Valenciana;Mujeres;Condenados con dos penas;2015;1.600
10 Comunitat Valenciana;Mujeres;Condenados con dos penas;2014;1.714
10 Comunitat Valenciana;Mujeres;Condenados con dos penas;2013;1.622
10 Comunitat Valenciana;Mujeres;Condenados con tres penas;2022;839
10 Comunitat Valenciana;Mujeres;Condenados con tres penas;2021;845
10 Comunitat Valenciana;Mujeres;Condenados con tres penas;2020;677
10 Comunitat Valenciana;Mujeres;Condenados con tres penas;2019;996
10 Comunitat Valenciana;Mujeres;Condenados con tres penas;2018;919
10 Comunitat Valenciana;Mujeres;Condenados con tres penas;2017;853
10 Comunitat Valenciana;Mujeres;Condenados con tres penas;2016;698
10 Comunitat Valenciana;Mujeres;Condenados con tres penas;2015;623
10 Comunitat Valenciana;Mujeres;Condenados con tres penas;2014;560
10 Comunitat Valenciana;Mujeres;Condenados con tres penas;2013;542
10 Comunitat Valenciana;Mujeres;Condenados con cuatro penas;2022;457
10 Comunitat Valenciana;Mujeres;Condenados con cuatro penas;2021;498
10 Comunitat Valenciana;Mujeres;Condenados con cuatro penas;2020;378
10 Comunitat Valenciana;Mujeres;Condenados con cuatro penas;2019;495
10 Comunitat Valenciana;Mujeres;Condenados con cuatro penas;2018;440
10 Comunitat Valenciana;Mujeres;Condenados con cuatro penas;2017;397
10 Comunitat Valenciana;Mujeres;Condenados con cuatro penas;2016;403
10 Comunitat Valenciana;Mujeres;Condenados con cuatro penas;2015;365
10 Comunitat Valenciana;Mujeres;Condenados con cuatro penas;2014;351
10 Comunitat Valenciana;Mujeres;Condenados con cuatro penas;2013;329
10 Comunitat Valenciana;Mujeres;Condenados con cinco penas;2022;251
10 Comunitat Valenciana;Mujeres;Condenados con cinco penas;2021;221
10 Comunitat Valenciana;Mujeres;Condenados con cinco penas;2020;162
10 Comunitat Valenciana;Mujeres;Condenados con cinco penas;2019;257
10 Comunitat Valenciana;Mujeres;Condenados con cinco penas;2018;211
10 Comunitat Valenciana;Mujeres;Condenados con cinco penas;2017;194
10 Comunitat Valenciana;Mujeres;Condenados con cinco penas;2016;176
10 Comunitat Valenciana;Mujeres;Condenados con cinco penas;2015;122
10 Comunitat Valenciana;Mujeres;Condenados con cinco penas;2014;136
10 Comunitat Valenciana;Mujeres;Condenados con cinco penas;2013;101
10 Comunitat Valenciana;Mujeres;Condenados con seis o más penas;2022;386
10 Comunitat Valenciana;Mujeres;Condenados con seis o más penas;2021;387
10 Comunitat Valenciana;Mujeres;Condenados con seis o más penas;2020;279
10 Comunitat Valenciana;Mujeres;Condenados con seis o más penas;2019;398
10 Comunitat Valenciana;Mujeres;Condenados con seis o más penas;2018;404
10 Comunitat Valenciana;Mujeres;Condenados con seis o más penas;2017;318
10 Comunitat Valenciana;Mujeres;Condenados con seis o más penas;2016;270
10 Comunitat Valenciana;Mujeres;Condenados con seis o más penas;2015;198
10 Comunitat Valenciana;Mujeres;Condenados con seis o más penas;2014;242
10 Comunitat Valenciana;Mujeres;Condenados con seis o más penas;2013;146
11 Extremadura;Total;Total;2022;6.098
11 Extremadura;Total;Total;2021;5.775
11 Extremadura;Total;Total;2020;4.419
11 Extremadura;Total;Total;2019;5.073
11 Extremadura;Total;Total;2018;5.381
11 Extremadura;Total;Total;2017;5.502
11 Extremadura;Total;Total;2016;5.769
11 Extremadura;Total;Total;2015;5.076
11 Extremadura;Total;Total;2014;4.910
11 Extremadura;Total;Total;2013;4.806
11 Extremadura;Total;Condenados con una pena;2022;2.104
11 Extremadura;Total;Condenados con una pena;2021;1.955
11 Extremadura;Total;Condenados con una pena;2020;1.671
11 Extremadura;Total;Condenados con una pena;2019;1.934
11 Extremadura;Total;Condenados con una pena;2018;1.997
11 Extremadura;Total;Condenados con una pena;2017;1.891
11 Extremadura;Total;Condenados con una pena;2016;2.001
11 Extremadura;Total;Condenados con una pena;2015;1.086
11 Extremadura;Total;Condenados con una pena;2014;1.008
11 Extremadura;Total;Condenados con una pena;2013;831
11 Extremadura;Total;Condenados con dos penas;2022;1.753
11 Extremadura;Total;Condenados con dos penas;2021;1.691
11 Extremadura;Total;Condenados con dos penas;2020;1.233
11 Extremadura;Total;Condenados con dos penas;2019;1.444
11 Extremadura;Total;Condenados con dos penas;2018;1.595
11 Extremadura;Total;Condenados con dos penas;2017;1.716
11 Extremadura;Total;Condenados con dos penas;2016;1.814
11 Extremadura;Total;Condenados con dos penas;2015;1.889
11 Extremadura;Total;Condenados con dos penas;2014;1.944
11 Extremadura;Total;Condenados con dos penas;2013;2.021
11 Extremadura;Total;Condenados con tres penas;2022;719
11 Extremadura;Total;Condenados con tres penas;2021;699
11 Extremadura;Total;Condenados con tres penas;2020;464
11 Extremadura;Total;Condenados con tres penas;2019;526
11 Extremadura;Total;Condenados con tres penas;2018;627
11 Extremadura;Total;Condenados con tres penas;2017;646
11 Extremadura;Total;Condenados con tres penas;2016;720
11 Extremadura;Total;Condenados con tres penas;2015;597
11 Extremadura;Total;Condenados con tres penas;2014;631
11 Extremadura;Total;Condenados con tres penas;2013;577
11 Extremadura;Total;Condenados con cuatro penas;2022;588
11 Extremadura;Total;Condenados con cuatro penas;2021;627
11 Extremadura;Total;Condenados con cuatro penas;2020;424
11 Extremadura;Total;Condenados con cuatro penas;2019;500
11 Extremadura;Total;Condenados con cuatro penas;2018;531
11 Extremadura;Total;Condenados con cuatro penas;2017;559
11 Extremadura;Total;Condenados con cuatro penas;2016;573
11 Extremadura;Total;Condenados con cuatro penas;2015;742
11 Extremadura;Total;Condenados con cuatro penas;2014;630
11 Extremadura;Total;Condenados con cuatro penas;2013;659
11 Extremadura;Total;Condenados con cinco penas;2022;239
11 Extremadura;Total;Condenados con cinco penas;2021;215
11 Extremadura;Total;Condenados con cinco penas;2020;173
11 Extremadura;Total;Condenados con cinco penas;2019;192
11 Extremadura;Total;Condenados con cinco penas;2018;197
11 Extremadura;Total;Condenados con cinco penas;2017;199
11 Extremadura;Total;Condenados con cinco penas;2016;216
11 Extremadura;Total;Condenados con cinco penas;2015;212
11 Extremadura;Total;Condenados con cinco penas;2014;196
11 Extremadura;Total;Condenados con cinco penas;2013;204
11 Extremadura;Total;Condenados con seis o más penas;2022;695
11 Extremadura;Total;Condenados con seis o más penas;2021;588
11 Extremadura;Total;Condenados con seis o más penas;2020;454
11 Extremadura;Total;Condenados con seis o más penas;2019;477
11 Extremadura;Total;Condenados con seis o más penas;2018;434
11 Extremadura;Total;Condenados con seis o más penas;2017;491
11 Extremadura;Total;Condenados con seis o más penas;2016;445
11 Extremadura;Total;Condenados con seis o más penas;2015;550
11 Extremadura;Total;Condenados con seis o más penas;2014;501
11 Extremadura;Total;Condenados con seis o más penas;2013;514
11 Extremadura;Hombres;Total;2022;4.959
11 Extremadura;Hombres;Total;2021;4.702
11 Extremadura;Hombres;Total;2020;3.590
11 Extremadura;Hombres;Total;2019;4.095
11 Extremadura;Hombres;Total;2018;4.387
11 Extremadura;Hombres;Total;2017;4.456
11 Extremadura;Hombres;Total;2016;4.669
11 Extremadura;Hombres;Total;2015;4.384
11 Extremadura;Hombres;Total;2014;4.323
11 Extremadura;Hombres;Total;2013;4.322
11 Extremadura;Hombres;Condenados con una pena;2022;1.519
11 Extremadura;Hombres;Condenados con una pena;2021;1.424
11 Extremadura;Hombres;Condenados con una pena;2020;1.221
11 Extremadura;Hombres;Condenados con una pena;2019;1.364
11 Extremadura;Hombres;Condenados con una pena;2018;1.447
11 Extremadura;Hombres;Condenados con una pena;2017;1.334
11 Extremadura;Hombres;Condenados con una pena;2016;1.405
11 Extremadura;Hombres;Condenados con una pena;2015;859
11 Extremadura;Hombres;Condenados con una pena;2014;853
11 Extremadura;Hombres;Condenados con una pena;2013;742
11 Extremadura;Hombres;Condenados con dos penas;2022;1.491
11 Extremadura;Hombres;Condenados con dos penas;2021;1.445
11 Extremadura;Hombres;Condenados con dos penas;2020;1.044
11 Extremadura;Hombres;Condenados con dos penas;2019;1.242
11 Extremadura;Hombres;Condenados con dos penas;2018;1.370
11 Extremadura;Hombres;Condenados con dos penas;2017;1.480
11 Extremadura;Hombres;Condenados con dos penas;2016;1.539
11 Extremadura;Hombres;Condenados con dos penas;2015;1.678
11 Extremadura;Hombres;Condenados con dos penas;2014;1.725
11 Extremadura;Hombres;Condenados con dos penas;2013;1.832
11 Extremadura;Hombres;Condenados con tres penas;2022;590
11 Extremadura;Hombres;Condenados con tres penas;2021;580
11 Extremadura;Hombres;Condenados con tres penas;2020;381
11 Extremadura;Hombres;Condenados con tres penas;2019;440
11 Extremadura;Hombres;Condenados con tres penas;2018;535
11 Extremadura;Hombres;Condenados con tres penas;2017;539
11 Extremadura;Hombres;Condenados con tres penas;2016;612
11 Extremadura;Hombres;Condenados con tres penas;2015;511
11 Extremadura;Hombres;Condenados con tres penas;2014;547
11 Extremadura;Hombres;Condenados con tres penas;2013;487
11 Extremadura;Hombres;Condenados con cuatro penas;2022;518
11 Extremadura;Hombres;Condenados con cuatro penas;2021;535
11 Extremadura;Hombres;Condenados con cuatro penas;2020;385
11 Extremadura;Hombres;Condenados con cuatro penas;2019;442
11 Extremadura;Hombres;Condenados con cuatro penas;2018;466
11 Extremadura;Hombres;Condenados con cuatro penas;2017;487
11 Extremadura;Hombres;Condenados con cuatro penas;2016;509
11 Extremadura;Hombres;Condenados con cuatro penas;2015;653
11 Extremadura;Hombres;Condenados con cuatro penas;2014;557
11 Extremadura;Hombres;Condenados con cuatro penas;2013;594
11 Extremadura;Hombres;Condenados con cinco penas;2022;214
11 Extremadura;Hombres;Condenados con cinco penas;2021;190
11 Extremadura;Hombres;Condenados con cinco penas;2020;149
11 Extremadura;Hombres;Condenados con cinco penas;2019;163
11 Extremadura;Hombres;Condenados con cinco penas;2018;170
11 Extremadura;Hombres;Condenados con cinco penas;2017;178
11 Extremadura;Hombres;Condenados con cinco penas;2016;192
11 Extremadura;Hombres;Condenados con cinco penas;2015;187
11 Extremadura;Hombres;Condenados con cinco penas;2014;177
11 Extremadura;Hombres;Condenados con cinco penas;2013;183
11 Extremadura;Hombres;Condenados con seis o más penas;2022;627
11 Extremadura;Hombres;Condenados con seis o más penas;2021;528
11 Extremadura;Hombres;Condenados con seis o más penas;2020;410
11 Extremadura;Hombres;Condenados con seis o más penas;2019;444
11 Extremadura;Hombres;Condenados con seis o más penas;2018;399
11 Extremadura;Hombres;Condenados con seis o más penas;2017;438
11 Extremadura;Hombres;Condenados con seis o más penas;2016;412
11 Extremadura;Hombres;Condenados con seis o más penas;2015;496
11 Extremadura;Hombres;Condenados con seis o más penas;2014;464
11 Extremadura;Hombres;Condenados con seis o más penas;2013;484
11 Extremadura;Mujeres;Total;2022;1.139
11 Extremadura;Mujeres;Total;2021;1.073
11 Extremadura;Mujeres;Total;2020;829
11 Extremadura;Mujeres;Total;2019;978
11 Extremadura;Mujeres;Total;2018;994
11 Extremadura;Mujeres;Total;2017;1.046
11 Extremadura;Mujeres;Total;2016;1.100
11 Extremadura;Mujeres;Total;2015;692
11 Extremadura;Mujeres;Total;2014;587
11 Extremadura;Mujeres;Total;2013;484
11 Extremadura;Mujeres;Condenados con una pena;2022;585
11 Extremadura;Mujeres;Condenados con una pena;2021;531
11 Extremadura;Mujeres;Condenados con una pena;2020;450
11 Extremadura;Mujeres;Condenados con una pena;2019;570
11 Extremadura;Mujeres;Condenados con una pena;2018;550
11 Extremadura;Mujeres;Condenados con una pena;2017;557
11 Extremadura;Mujeres;Condenados con una pena;2016;596
11 Extremadura;Mujeres;Condenados con una pena;2015;227
11 Extremadura;Mujeres;Condenados con una pena;2014;155
11 Extremadura;Mujeres;Condenados con una pena;2013;89
11 Extremadura;Mujeres;Condenados con dos penas;2022;262
11 Extremadura;Mujeres;Condenados con dos penas;2021;246
11 Extremadura;Mujeres;Condenados con dos penas;2020;189
11 Extremadura;Mujeres;Condenados con dos penas;2019;202
11 Extremadura;Mujeres;Condenados con dos penas;2018;225
11 Extremadura;Mujeres;Condenados con dos penas;2017;236
11 Extremadura;Mujeres;Condenados con dos penas;2016;275
11 Extremadura;Mujeres;Condenados con dos penas;2015;211
11 Extremadura;Mujeres;Condenados con dos penas;2014;219
11 Extremadura;Mujeres;Condenados con dos penas;2013;189
11 Extremadura;Mujeres;Condenados con tres penas;2022;129
11 Extremadura;Mujeres;Condenados con tres penas;2021;119
11 Extremadura;Mujeres;Condenados con tres penas;2020;83
11 Extremadura;Mujeres;Condenados con tres penas;2019;86
11 Extremadura;Mujeres;Condenados con tres penas;2018;92
11 Extremadura;Mujeres;Condenados con tres penas;2017;107
11 Extremadura;Mujeres;Condenados con tres penas;2016;108
11 Extremadura;Mujeres;Condenados con tres penas;2015;86
11 Extremadura;Mujeres;Condenados con tres penas;2014;84
11 Extremadura;Mujeres;Condenados con tres penas;2013;90
11 Extremadura;Mujeres;Condenados con cuatro penas;2022;70
11 Extremadura;Mujeres;Condenados con cuatro penas;2021;92
11 Extremadura;Mujeres;Condenados con cuatro penas;2020;39
11 Extremadura;Mujeres;Condenados con cuatro penas;2019;58
11 Extremadura;Mujeres;Condenados con cuatro penas;2018;65
11 Extremadura;Mujeres;Condenados con cuatro penas;2017;72
11 Extremadura;Mujeres;Condenados con cuatro penas;2016;64
11 Extremadura;Mujeres;Condenados con cuatro penas;2015;89
11 Extremadura;Mujeres;Condenados con cuatro penas;2014;73
11 Extremadura;Mujeres;Condenados con cuatro penas;2013;65
11 Extremadura;Mujeres;Condenados con cinco penas;2022;25
11 Extremadura;Mujeres;Condenados con cinco penas;2021;25
11 Extremadura;Mujeres;Condenados con cinco penas;2020;24
11 Extremadura;Mujeres;Condenados con cinco penas;2019;29
11 Extremadura;Mujeres;Condenados con cinco penas;2018;27
11 Extremadura;Mujeres;Condenados con cinco penas;2017;21
11 Extremadura;Mujeres;Condenados con cinco penas;2016;24
11 Extremadura;Mujeres;Condenados con cinco penas;2015;25
11 Extremadura;Mujeres;Condenados con cinco penas;2014;19
11 Extremadura;Mujeres;Condenados con cinco penas;2013;21
11 Extremadura;Mujeres;Condenados con seis o más penas;2022;68
11 Extremadura;Mujeres;Condenados con seis o más penas;2021;60
11 Extremadura;Mujeres;Condenados con seis o más penas;2020;44
11 Extremadura;Mujeres;Condenados con seis o más penas;2019;33
11 Extremadura;Mujeres;Condenados con seis o más penas;2018;35
11 Extremadura;Mujeres;Condenados con seis o más penas;2017;53
11 Extremadura;Mujeres;Condenados con seis o más penas;2016;33
11 Extremadura;Mujeres;Condenados con seis o más penas;2015;54
11 Extremadura;Mujeres;Condenados con seis o más penas;2014;37
11 Extremadura;Mujeres;Condenados con seis o más penas;2013;30
12 Galicia;Total;Total;2022;14.739
12 Galicia;Total;Total;2021;13.549
